641,25,24
642,25,25
643,24,25
644,24,26
645,24,27
646,25,27
647,25,26
648,26,26
649,26,27
650,27,27
651,27,26
652,27,25
653,26,25
654,26,24
655,27,24
656,28,24
657,28,25
658,29,25
659,29,24
660,30,24
661,31,24
662,31,25
663,30,25
664,30,26
665,31,26
666,31,27
667,30,27
668,29,27
669,29,26
670,28,26
671,28,27
672,28,28
673,28,29
674,29,29
675,29,28
676,30,28
677,31,28
678,31,29
679,30,29
680,30,30
681,31,30
682,31,31
683,30,31
684,29,31
685,29,30
686,28,30
687,28,31
688,27,31
689,26,31
690,26,30
691,27,30
692,27,29
693,27,28
694,26,28
695,26,29
696,25,29
697,25,28
698,24,28
699,24,29
700,24,30
701,25,30
702,25,31
703,24,31
704,23,31
705,23,30
706,22,30
707,22,31
708,21,31
709,20,31
710,20,30
711,21,30
712,21,29
713,20,29
714,20,28
715,21,28
716,22,28
717,22,29
718,23,29
719,23,28
720,23,27
721,22,27
722,22,26
723,23,26
724,23,25
725,23,24
726,22,24
727,22,25
728,21,25
729,21,24
730,20,24
731,20,25
732,20,26
733,21,26
734,21,27
735,20,27
736,19,27
737,18,27
738,18,26
739,19,26
740,19,25
741,19,24
742,18,24
743,18,25
744,17,25
745,17,24
746,16,24
747,16,25
748,16,26
749,17,26
750,17,27
751,16,27
752,16,28
753,16,29
754,17,29
755,17,28
756,18,28
757,19,28
758,19,29
759,18,29
760,18,30
761,19,30
762,19,31
763,18,31
764,17,31
765,17,30
766,16,30
767,16,31
768,15,31
769,14,31
770,14,30
771,15,30
772,15,29
773,15,28
774,14,28
775,14,29
776,13,29
777,13,28
778,12,28
779,12,29
780,12,30
781,13,30
782,13,31
783,12,31
784,11,31
785,11,30
786,10,30
787,10,31
788,9,31
789,8,31
790,8,30
791,9,30
792,9,29
793,8,29
794,8,28
795,9,28
796,10,28
797,10,29
798,11,29
799,11,28
800,11,27
801,11,26
802,10,26
803,10,27
804,9,27
805,8,27
806,8,26
807,9,26
808,9,25
809,8,25
810,8,24
811,9,24
812,10,24
813,10,25
814,11,25
815,11,24
816,12,24
817,13,24
818,13,25
819,12,25
820,12,26
821,12,27
822,13,27
823,13,26
824,14,26
825,14,27
826,15,27
827,15,26
828,15,25
829,14,25
830,14,24
831,15,24
832,15,23
833,15,22
834,14,22
835,14,23
836,13,23
837,12,23
838,12,22
839,13,22
840,13,21
841,12,21
842,12,20
843,13,20
844,14,20
845,14,21
846,15,21
847,15,20
848,15,19
849,14,19
850,14,18
851,15,18
852,15,17
853,15,16
854,14,16
855,14,17
856,13,17
857,13,16
858,12,16
859,12,17
860,12,18
861,13,18
862,13,19
863,12,19
864,11,19
865,10,19
866,10,18
867,11,18
868,11,17
869,11,16
870,10,16
871,10,17
872,9,17
873,9,16
874,8,16
875,8,17
876,8,18
877,9,18
878,9,19
879,8,19
880,8,20
881,8,21
882,9,21
883,9,20
884,10,20
885,11,20
886,11,21
887,10,21
888,10,22
889,11,22
890,11,23
891,10,23
892,9,23
893,9,22
894,8,22
895,8,23
896,7,23
897,7,22
898,6,22
899,6,23
900,5,23
901,4,23
902,4,22
903,5,22
904,5,21
905,4,21
906,4,20
907,5,20
908,6,20
909,6,21
910,7,21
911,7,20
912,7,19
913,6,19
914,6,18
915,7,18
916,7,17
917,7,16
918,6,16
919,6,17
920,5,17
921,5,16
922,4,16
923,4,17
924,4,18
925,5,18
926,5,19
927,4,19
928,3,19
929,2,19
930,2,18
931,3,18
932,3,17
933,3,16
934,2,16
935,2,17
936,1,17
937,1,16
938,0,16
939,0,17
940,0,18
941,1,18
942,1,19
943,0,19
944,0,20
945,0,21
946,1,21
947,1,20
948,2,20
949,3,20
950,3,21
951,2,21
952,2,22
953,3,22
954,3,23
955,2,23
956,1,23
957,1,22
958,0,22
959,0,23
960,0,24
961,1,24
962,1,25
963,0,25
964,0,26
965,0,27
966,1,27
967,1,26
968,2,26
969,2,27
970,3,27
971,3,26
972,3,25
973,2,25
974,2,24
975,3,24
976,4,24
977,4,25
978,5,25
979,5,24
980,6,24
981,7,24
982,7,25
983,6,25
984,6,26
985,7,26
986,7,27
987,6,27
988,5,27
989,5,26
990,4,26
991,4,27
992,4,28
993,4,29
994,5,29
995,5,28
996,6,28
997,7,28
998,7,29
999,6,29
1000,6,30
1001,7,30
1002,7,31
1003,6,31
1004,5,31
1005,5,30
1006,4,30
1007,4,31
1008,3,31
1009,2,31
1010,2,30
1011,3,30
1012,3,29
1013,3,28
1014,2,28
1015,2,29
1016,1,29
1017,1,28
1018,0,28
1019,0,29
1020,0,30
1021,1,30
1022,1,31
1023,0,31
